state,county,state_code,county_code,date,aqi,category,defining_parameter,defining_site,num_sites
Texas,Denton,48,121,5/7/18,105,Unhealthy for Sensitive Groups,Ozone,48-121-1032,2
Texas,Denton,48,121,5/8/18,101,Unhealthy for Sensitive Groups,Ozone,48-121-1032,2
Texas,Denton,48,121,5/9/18,74,Moderate,Ozone,48-121-1032,2
Texas,Denton,48,121,5/10/18,71,Moderate,Ozone,48-121-1032,2
Texas,Denton,48,121,5/11/18,45,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,5/12/18,44,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,5/13/18,48,Good,PM2.5,48-121-0034,2
Texas,Denton,48,121,5/14/18,42,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,5/15/18,44,Good,Ozone,48-121-0034,2
Texas,Denton,48,121,5/16/18,48,Good,Ozone,48-121-0034,2
Texas,Denton,48,121,5/17/18,77,Moderate,Ozone,48-121-0034,2
Texas,Denton,48,121,5/18/18,101,Unhealthy for Sensitive Groups,Ozone,48-121-1032,2
Texas,Denton,48,121,5/19/18,47,Good,PM2.5,48-121-0034,2
Texas,Denton,48,121,5/20/18,41,Good,Ozone,48-121-0034,2
Texas,Denton,48,121,5/21/18,49,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,5/22/18,41,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,5/23/18,67,Moderate,Ozone,48-121-1032,2
Texas,Denton,48,121,5/24/18,74,Moderate,Ozone,48-121-1032,2
Texas,Denton,48,121,5/25/18,58,Moderate,Ozone,48-121-0034,2
Texas,Denton,48,121,5/26/18,133,Unhealthy for Sensitive Groups,Ozone,48-121-0034,2
Texas,Denton,48,121,5/27/18,67,Moderate,Ozone,48-121-0034,2
Texas,Denton,48,121,5/28/18,54,Moderate,Ozone,48-121-0034,2
Texas,Denton,48,121,5/29/18,112,Unhealthy for Sensitive Groups,Ozone,48-121-1032,2
Texas,Denton,48,121,5/30/18,49,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,5/31/18,44,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,6/1/18,71,Moderate,Ozone,48-121-1032,2
Texas,Denton,48,121,6/2/18,57,Moderate,PM2.5,48-121-0034,2
Texas,Denton,48,121,6/3/18,49,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,6/4/18,46,Good,Ozone,48-121-0034,2
Texas,Denton,48,121,6/5/18,101,Unhealthy for Sensitive Groups,Ozone,48-121-0034,2
Texas,Denton,48,121,6/6/18,64,Moderate,Ozone,48-121-0034,2
Texas,Denton,48,121,6/7/18,44,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,6/8/18,54,Moderate,Ozone,48-121-1032,2
Texas,Denton,48,121,6/9/18,46,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,6/10/18,58,Moderate,PM2.5,48-121-0034,2
Texas,Denton,48,121,6/11/18,66,Moderate,PM2.5,48-121-0034,2
Texas,Denton,48,121,6/12/18,53,Moderate,PM2.5,48-121-0034,2
Texas,Denton,48,121,6/13/18,44,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,6/14/18,44,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,6/15/18,38,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,6/16/18,36,Good,PM2.5,48-121-0034,2
Texas,Denton,48,121,6/17/18,42,Good,PM2.5,48-121-0034,2
Texas,Denton,48,121,6/18/18,34,Good,Ozone,48-121-0034,2
Texas,Denton,48,121,6/19/18,43,Good,PM2.5,48-121-0034,2
Texas,Denton,48,121,6/20/18,44,Good,Ozone,48-121-0034,2
Texas,Denton,48,121,6/21/18,93,Moderate,Ozone,48-121-0034,2
Texas,Denton,48,121,6/22/18,67,Moderate,Ozone,48-121-0034,2
Texas,Denton,48,121,6/23/18,40,Good,Ozone,48-121-0034,2
Texas,Denton,48,121,6/24/18,45,Good,PM2.5,48-121-0034,2
Texas,Denton,48,121,6/25/18,44,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,6/26/18,37,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,6/27/18,47,Good,Ozone,48-121-1032,2
Texas,Denton,48,121,6/28/18,44,Good,Ozone,48-121-0034,1
Texas,Denton,48,121,6/29/18,53,Moderate,PM2.5,48-121-0034,2
Texas,Denton,48,121,6/30/18,89,Moderate,PM2.5,48-121-0034,1
